,Unnamed: 0,Unnamed: 0.1,Num_Cells_Strain1,Num_Cells_Strain2,t_deg,k_degA,k_degB,ratioS1,ratioS2,posS1,posS2,Stability,Survivors,New_Stability
3,3,3,8,4,12,0.1,0.3,1.0743679006202584,0.5844714548883782,"[[ -45   97]
 [   0  199]
 [-150 -134]
 [-130  -32]
 [ 200   73]
 [-142  -31]
 [-152 -194]
 [ 107  185]]","[[ -57 -141]
 [  22   -8]
 [ -24 -198]
 [-115 -185]]",0.2,0.5,1.0
29,29,29,8,4,12,0.3,0.5,1.0743679006202584,0.5844714548883782,"[[ -45   97]
 [   0  199]
 [-150 -134]
 [-130  -32]
 [ 200   73]
 [-142  -31]
 [-152 -194]
 [ 107  185]]","[[ -57 -141]
 [  22   -8]
 [ -24 -198]
 [-115 -185]]",0.6,0.7,1.0
32,32,32,8,4,24,0.3,0.5,1.0743679006202584,0.5844714548883782,"[[ -45   97]
 [   0  199]
 [-150 -134]
 [-130  -32]
 [ 200   73]
 [-142  -31]
 [-152 -194]
 [ 107  185]]","[[ -57 -141]
 [  22   -8]
 [ -24 -198]
 [-115 -185]]",0.5,0.3,1.0
39,39,39,8,4,36,0.3,0.5,1.0743679006202584,0.5844714548883782,"[[ -45   97]
 [   0  199]
 [-150 -134]
 [-130  -32]
 [ 200   73]
 [-142  -31]
 [-152 -194]
 [ 107  185]]","[[ -57 -141]
 [  22   -8]
 [ -24 -198]
 [-115 -185]]",0.5,0.7,1.0
41,41,41,8,4,24,0.1,0.3,1.0743679006202584,0.5844714548883782,"[[ -45   97]
 [   0  199]
 [-150 -134]
 [-130  -32]
 [ 200   73]
 [-142  -31]
 [-152 -194]
 [ 107  185]]","[[ -57 -141]
 [  22   -8]
 [ -24 -198]
 [-115 -185]]",0.1,0.3,1.0
47,47,47,8,4,46,0.3,0.5,1.0743679006202584,0.5844714548883782,"[[ -45   97]
 [   0  199]
 [-150 -134]
 [-130  -32]
 [ 200   73]
 [-142  -31]
 [-152 -194]
 [ 107  185]]","[[ -57 -141]
 [  22   -8]
 [ -24 -198]
 [-115 -185]]",0.5,0.5,1.0
60,60,60,4,7,12,0.1,0.3,0.974617469586653,1.0190321823793744,"[[-108 -172]
 [-188  116]
 [  30   52]
 [ -89 -188]]","[[-111 -116]
 [ -98  151]
 [ -41  110]
 [ 198  -27]
 [-171 -105]
 [ 150   -2]
 [ 196   59]]",0.8,0.5,1.0
66,66,66,4,7,24,0.1,0.3,0.974617469586653,1.0190321823793744,"[[-108 -172]
 [-188  116]
 [  30   52]
 [ -89 -188]]","[[-111 -116]
 [ -98  151]
 [ -41  110]
 [ 198  -27]
 [-171 -105]
 [ 150   -2]
 [ 196   59]]",0.8,0.7,1.0
70,70,70,4,7,36,0.1,0.3,0.974617469586653,1.0190321823793744,"[[-108 -172]
 [-188  116]
 [  30   52]
 [ -89 -188]]","[[-111 -116]
 [ -98  151]
 [ -41  110]
 [ 198  -27]
 [-171 -105]
 [ 150   -2]
 [ 196   59]]",0.9,0.7,1.0
79,79,79,4,7,46,0.1,0.3,0.974617469586653,1.0190321823793744,"[[-108 -172]
 [-188  116]
 [  30   52]
 [ -89 -188]]","[[-111 -116]
 [ -98  151]
 [ -41  110]
 [ 198  -27]
 [-171 -105]
 [ 150   -2]
 [ 196   59]]",0.8,0.5,1.0
103,103,103,8,4,12,0.1,0.3,1.177532024727884,0.9261724713943936,"[[-178 -148]
 [-185  -45]
 [ 196    5]
 [ 199 -188]
 [-166  143]
 [-132  -16]
 [ 127  -79]
 [ -82   89]]","[[ 128   15]
 [   3  106]
 [-185    0]
 [-125  137]]",0.5,0.3,1.0
109,109,109,8,4,24,0.1,0.3,1.177532024727884,0.9261724713943936,"[[-178 -148]
 [-185  -45]
 [ 196    5]
 [ 199 -188]
 [-166  143]
 [-132  -16]
 [ 127  -79]
 [ -82   89]]","[[ 128   15]
 [   3  106]
 [-185    0]
 [-125  137]]",0.7,0.5,1.0
113,113,113,8,4,36,0.1,0.3,1.177532024727884,0.9261724713943936,"[[-178 -148]
 [-185  -45]
 [ 196    5]
 [ 199 -188]
 [-166  143]
 [-132  -16]
 [ 127  -79]
 [ -82   89]]","[[ 128   15]
 [   3  106]
 [-185    0]
 [-125  137]]",0.5,0.3,1.0
119,119,119,8,4,46,0.1,0.3,1.177532024727884,0.9261724713943936,"[[-178 -148]
 [-185  -45]
 [ 196    5]
 [ 199 -188]
 [-166  143]
 [-132  -16]
 [ 127  -79]
 [ -82   89]]","[[ 128   15]
 [   3  106]
 [-185    0]
 [-125  137]]",0.3,0.5,1.0
144,144,144,8,4,12,0.3,0.5,1.177532024727884,0.9261724713943936,"[[-178 -148]
 [-185  -45]
 [ 196    5]
 [ 199 -188]
 [-166  143]
 [-132  -16]
 [ 127  -79]
 [ -82   89]]","[[ 128   15]
 [   3  106]
 [-185    0]
 [-125  137]]",0.5,0.5,1.0
150,150,150,8,4,24,0.3,0.5,1.177532024727884,0.9261724713943936,"[[-178 -148]
 [-185  -45]
 [ 196    5]
 [ 199 -188]
 [-166  143]
 [-132  -16]
 [ 127  -79]
 [ -82   89]]","[[ 128   15]
 [   3  106]
 [-185    0]
 [-125  137]]",0.7,0.7,1.0
155,155,155,8,4,36,0.3,0.5,1.177532024727884,0.9261724713943936,"[[-178 -148]
 [-185  -45]
 [ 196    5]
 [ 199 -188]
 [-166  143]
 [-132  -16]
 [ 127  -79]
 [ -82   89]]","[[ 128   15]
 [   3  106]
 [-185    0]
 [-125  137]]",0.7,0.7,1.0
160,160,160,8,4,46,0.3,0.5,1.177532024727884,0.9261724713943936,"[[-178 -148]
 [-185  -45]
 [ 196    5]
 [ 199 -188]
 [-166  143]
 [-132  -16]
 [ 127  -79]
 [ -82   89]]","[[ 128   15]
 [   3  106]
 [-185    0]
 [-125  137]]",0.5,0.7,1.0
164,164,165,8,1,46,0.5,0.3,0.6952459307884866,0.0,"[[ -18 -160]
 [  33 -146]
 [ -37 -134]
 [  45    3]
 [ -24   84]
 [ 146  -14]
 [ -60  187]
 [ -98  -22]]",[[-196  123]],0.9,0.7,1.0
188,188,189,8,1,12,0.5,0.6,0.6952459307884866,0.0,"[[ -18 -160]
 [  33 -146]
 [ -37 -134]
 [  45    3]
 [ -24   84]
 [ 146  -14]
 [ -60  187]
 [ -98  -22]]",[[-196  123]],0.6,0.7,1.0
193,193,194,8,1,24,0.5,0.6,0.6952459307884866,0.0,"[[ -18 -160]
 [  33 -146]
 [ -37 -134]
 [  45    3]
 [ -24   84]
 [ 146  -14]
 [ -60  187]
 [ -98  -22]]",[[-196  123]],0.6,0.7,1.0
198,198,199,8,1,36,0.5,0.6,0.6952459307884866,0.0,"[[ -18 -160]
 [  33 -146]
 [ -37 -134]
 [  45    3]
 [ -24   84]
 [ 146  -14]
 [ -60  187]
 [ -98  -22]]",[[-196  123]],0.6,0.7,1.0
203,203,204,8,1,46,0.5,0.6,0.6952459307884866,0.0,"[[ -18 -160]
 [  33 -146]
 [ -37 -134]
 [  45    3]
 [ -24   84]
 [ 146  -14]
 [ -60  187]
 [ -98  -22]]",[[-196  123]],0.7,0.7,1.0
278,278,290,1,9,12,0.5,0.6,0.0,0.7571789235033516,[[ 163 -161]],"[[ 129  125]
 [ -91 -140]
 [ 181   23]
 [ 172   99]
 [ -51   38]
 [-188  -48]
 [  -2   69]
 [ 144  -23]
 [ -72   47]]",0.1,0.7,1.0
283,283,296,1,9,36,0.5,0.6,0.0,0.7571789235033516,[[ 163 -161]],"[[ 129  125]
 [ -91 -140]
 [ 181   23]
 [ 172   99]
 [ -51   38]
 [-188  -48]
 [  -2   69]
 [ 144  -23]
 [ -72   47]]",0.2,0.7,1.0
287,287,300,1,9,46,0.5,0.6,0.0,0.7571789235033516,[[ 163 -161]],"[[ 129  125]
 [ -91 -140]
 [ 181   23]
 [ 172   99]
 [ -51   38]
 [-188  -48]
 [  -2   69]
 [ 144  -23]
 [ -72   47]]",0.1,0.7,1.0
347,347,360,2,9,12,0.1,0.3,1.4745591776555538,1.0271345442156083,"[[-97 115]
 [198  91]]","[[ 137  109]
 [-101  118]
 [ 104  116]
 [  57   20]
 [-177  -71]
 [  80   25]
 [ 168  128]
 [-151 -147]
 [-111   10]]",0.3,0.3,1.0
371,371,384,2,9,12,0.3,0.5,1.4745591776555538,1.0271345442156083,"[[-97 115]
 [198  91]]","[[ 137  109]
 [-101  118]
 [ 104  116]
 [  57   20]
 [-177  -71]
 [  80   25]
 [ 168  128]
 [-151 -147]
 [-111   10]]",0.9,0.7,1.0
376,376,389,2,9,24,0.3,0.5,1.4745591776555538,1.0271345442156083,"[[-97 115]
 [198  91]]","[[ 137  109]
 [-101  118]
 [ 104  116]
 [  57   20]
 [-177  -71]
 [  80   25]
 [ 168  128]
 [-151 -147]
 [-111   10]]",0.8,0.7,1.0
381,381,394,2,9,36,0.3,0.5,1.4745591776555538,1.0271345442156083,"[[-97 115]
 [198  91]]","[[ 137  109]
 [-101  118]
 [ 104  116]
 [  57   20]
 [-177  -71]
 [  80   25]
 [ 168  128]
 [-151 -147]
 [-111   10]]",0.7,0.7,1.0
384,384,397,2,9,24,0.1,0.3,1.4745591776555538,1.0271345442156083,"[[-97 115]
 [198  91]]","[[ 137  109]
 [-101  118]
 [ 104  116]
 [  57   20]
 [-177  -71]
 [  80   25]
 [ 168  128]
 [-151 -147]
 [-111   10]]",0.2,0.3,1.0
390,390,403,2,9,46,0.3,0.5,1.4745591776555538,1.0271345442156083,"[[-97 115]
 [198  91]]","[[ 137  109]
 [-101  118]
 [ 104  116]
 [  57   20]
 [-177  -71]
 [  80   25]
 [ 168  128]
 [-151 -147]
 [-111   10]]",0.9,0.7,1.0
397,397,410,2,9,36,0.1,0.3,1.4745591776555538,1.0271345442156083,"[[-97 115]
 [198  91]]","[[ 137  109]
 [-101  118]
 [ 104  116]
 [  57   20]
 [-177  -71]
 [  80   25]
 [ 168  128]
 [-151 -147]
 [-111   10]]",0.3,0.3,1.0
402,402,416,8,3,24,0.1,0.3,1.1478447301496368,1.063644717845134,"[[ -42  186]
 [  80  101]
 [  48  168]
 [  96  -69]
 [ -86   34]
 [-129  158]
 [-198 -141]
 [ -69   87]]","[[ 26  46]
 [ 31 -95]
 [  7 185]]",0.1,0.5,1.0
406,406,421,2,9,46,0.1,0.3,1.4745591776555538,1.0271345442156083,"[[-97 115]
 [198  91]]","[[ 137  109]
 [-101  118]
 [ 104  116]
 [  57   20]
 [-177  -71]
 [  80   25]
 [ 168  128]
 [-151 -147]
 [-111   10]]",0.2,0.3,1.0
411,411,426,8,3,46,0.1,0.3,1.1478447301496368,1.063644717845134,"[[ -42  186]
 [  80  101]
 [  48  168]
 [  96  -69]
 [ -86   34]
 [-129  158]
 [-198 -141]
 [ -69   87]]","[[ 26  46]
 [ 31 -95]
 [  7 185]]",0.1,0.5,1.0
436,436,451,8,3,12,0.3,0.5,1.1478447301496368,1.063644717845134,"[[ -42  186]
 [  80  101]
 [  48  168]
 [  96  -69]
 [ -86   34]
 [-129  158]
 [-198 -141]
 [ -69   87]]","[[ 26  46]
 [ 31 -95]
 [  7 185]]",0.1,0.7,1.0
441,441,456,8,3,24,0.3,0.5,1.1478447301496368,1.063644717845134,"[[ -42  186]
 [  80  101]
 [  48  168]
 [  96  -69]
 [ -86   34]
 [-129  158]
 [-198 -141]
 [ -69   87]]","[[ 26  46]
 [ 31 -95]
 [  7 185]]",0.3,0.7,1.0
446,446,461,8,3,36,0.3,0.5,1.1478447301496368,1.063644717845134,"[[ -42  186]
 [  80  101]
 [  48  168]
 [  96  -69]
 [ -86   34]
 [-129  158]
 [-198 -141]
 [ -69   87]]","[[ 26  46]
 [ 31 -95]
 [  7 185]]",0.4,0.7,1.0
451,451,466,8,3,46,0.3,0.5,1.1478447301496368,1.063644717845134,"[[ -42  186]
 [  80  101]
 [  48  168]
 [  96  -69]
 [ -86   34]
 [-129  158]
 [-198 -141]
 [ -69   87]]","[[ 26  46]
 [ 31 -95]
 [  7 185]]",0.4,0.7,1.0
454,454,469,4,7,12,0.1,0.3,0.980426108754632,0.9217223170387598,"[[-147 -156]
 [-112  -97]
 [ 172   -5]
 [ -97  -60]]","[[-126 -110]
 [  97  127]
 [  38 -149]
 [ -86   59]
 [  14   -6]
 [-110  107]
 [ -92   77]]",0.5,0.3,1.0
459,459,474,4,7,24,0.1,0.3,0.980426108754632,0.9217223170387598,"[[-147 -156]
 [-112  -97]
 [ 172   -5]
 [ -97  -60]]","[[-126 -110]
 [  97  127]
 [  38 -149]
 [ -86   59]
 [  14   -6]
 [-110  107]
 [ -92   77]]",0.7,0.3,1.0
463,463,478,4,7,36,0.1,0.3,0.980426108754632,0.9217223170387598,"[[-147 -156]
 [-112  -97]
 [ 172   -5]
 [ -97  -60]]","[[-126 -110]
 [  97  127]
 [  38 -149]
 [ -86   59]
 [  14   -6]
 [-110  107]
 [ -92   77]]",0.9,0.3,1.0
468,468,483,4,7,46,0.1,0.3,0.980426108754632,0.9217223170387598,"[[-147 -156]
 [-112  -97]
 [ 172   -5]
 [ -97  -60]]","[[-126 -110]
 [  97  127]
 [  38 -149]
 [ -86   59]
 [  14   -6]
 [-110  107]
 [ -92   77]]",0.8,0.3,1.0
495,495,510,4,7,12,0.3,0.5,0.980426108754632,0.9217223170387598,"[[-147 -156]
 [-112  -97]
 [ 172   -5]
 [ -97  -60]]","[[-126 -110]
 [  97  127]
 [  38 -149]
 [ -86   59]
 [  14   -6]
 [-110  107]
 [ -92   77]]",0.8,0.7,1.0
502,502,517,8,5,12,0.1,0.3,0.7993491188082456,0.7972920282404012,"[[  15 -149]
 [  -9   -1]
 [   7 -175]
 [ 136  -10]
 [  41   -4]
 [  47 -113]
 [ 158   95]
 [   6  -21]]","[[   1  -86]
 [  91 -170]
 [ -32 -185]
 [-133 -121]
 [-131 -185]]",0.8,0.3,1.0
522,522,537,8,5,24,0.1,0.3,0.7993491188082456,0.7972920282404012,"[[  15 -149]
 [  -9   -1]
 [   7 -175]
 [ 136  -10]
 [  41   -4]
 [  47 -113]
 [ 158   95]
 [   6  -21]]","[[   1  -86]
 [  91 -170]
 [ -32 -185]
 [-133 -121]
 [-131 -185]]",0.7,0.5,1.0
534,534,549,8,5,36,0.1,0.3,0.7993491188082456,0.7972920282404012,"[[  15 -149]
 [  -9   -1]
 [   7 -175]
 [ 136  -10]
 [  41   -4]
 [  47 -113]
 [ 158   95]
 [   6  -21]]","[[   1  -86]
 [  91 -170]
 [ -32 -185]
 [-133 -121]
 [-131 -185]]",0.8,0.3,1.0
540,540,558,8,5,46,0.1,0.3,0.7993491188082456,0.7972920282404012,"[[  15 -149]
 [  -9   -1]
 [   7 -175]
 [ 136  -10]
 [  41   -4]
 [  47 -113]
 [ 158   95]
 [   6  -21]]","[[   1  -86]
 [  91 -170]
 [ -32 -185]
 [-133 -121]
 [-131 -185]]",0.7,0.5,1.0
544,544,576,3,10,12,0.1,0.3,1.1293008875382098,0.9975293642099868,"[[  11  -82]
 [-168  127]
 [  68  102]]","[[ -69 -128]
 [ -41  -22]
 [-137  -96]
 [ 143 -107]
 [ -28  -52]
 [ -88 -138]
 [  84  189]
 [ 183 -112]
 [ 109  190]
 [  76  -11]]",0.1,0.5,1.0
548,548,582,3,10,46,0.1,0.3,1.1293008875382098,0.9975293642099868,"[[  11  -82]
 [-168  127]
 [  68  102]]","[[ -69 -128]
 [ -41  -22]
 [-137  -96]
 [ 143 -107]
 [ -28  -52]
 [ -88 -138]
 [  84  189]
 [ 183 -112]
 [ 109  190]
 [  76  -11]]",0.2,0.3,1.0
574,574,608,3,10,12,0.3,0.5,1.1293008875382098,0.9975293642099868,"[[  11  -82]
 [-168  127]
 [  68  102]]","[[ -69 -128]
 [ -41  -22]
 [-137  -96]
 [ 143 -107]
 [ -28  -52]
 [ -88 -138]
 [  84  189]
 [ 183 -112]
 [ 109  190]
 [  76  -11]]",0.5,0.5,1.0
579,579,613,3,10,24,0.3,0.5,1.1293008875382098,0.9975293642099868,"[[  11  -82]
 [-168  127]
 [  68  102]]","[[ -69 -128]
 [ -41  -22]
 [-137  -96]
 [ 143 -107]
 [ -28  -52]
 [ -88 -138]
 [  84  189]
 [ 183 -112]
 [ 109  190]
 [  76  -11]]",0.3,0.5,1.0
584,584,618,3,10,36,0.3,0.5,1.1293008875382098,0.9975293642099868,"[[  11  -82]
 [-168  127]
 [  68  102]]","[[ -69 -128]
 [ -41  -22]
 [-137  -96]
 [ 143 -107]
 [ -28  -52]
 [ -88 -138]
 [  84  189]
 [ 183 -112]
 [ 109  190]
 [  76  -11]]",0.5,0.5,1.0
590,590,624,3,10,46,0.3,0.5,1.1293008875382098,0.9975293642099868,"[[  11  -82]
 [-168  127]
 [  68  102]]","[[ -69 -128]
 [ -41  -22]
 [-137  -96]
 [ 143 -107]
 [ -28  -52]
 [ -88 -138]
 [  84  189]
 [ 183 -112]
 [ 109  190]
 [  76  -11]]",0.7,0.7,1.0
658,658,696,8,5,12,0.1,0.3,1.0355512397655997,0.9407548959012384,"[[ 101  154]
 [ -52 -154]
 [ -77 -156]
 [-192  146]
 [-157 -140]
 [-101 -188]
 [ 150  -61]
 [  86   66]]","[[ 132   29]
 [ 156  -84]
 [ 101 -148]
 [ -53   58]
 [ -79  189]]",0.7,0.3,1.0
664,664,702,8,5,24,0.1,0.3,1.0355512397655997,0.9407548959012384,"[[ 101  154]
 [ -52 -154]
 [ -77 -156]
 [-192  146]
 [-157 -140]
 [-101 -188]
 [ 150  -61]
 [  86   66]]","[[ 132   29]
 [ 156  -84]
 [ 101 -148]
 [ -53   58]
 [ -79  189]]",0.7,0.5,1.0
668,668,706,8,5,36,0.1,0.3,1.0355512397655997,0.9407548959012384,"[[ 101  154]
 [ -52 -154]
 [ -77 -156]
 [-192  146]
 [-157 -140]
 [-101 -188]
 [ 150  -61]
 [  86   66]]","[[ 132   29]
 [ 156  -84]
 [ 101 -148]
 [ -53   58]
 [ -79  189]]",0.6,0.3,1.0
678,678,716,8,5,46,0.1,0.3,1.0355512397655997,0.9407548959012384,"[[ 101  154]
 [ -52 -154]
 [ -77 -156]
 [-192  146]
 [-157 -140]
 [-101 -188]
 [ 150  -61]
 [  86   66]]","[[ 132   29]
 [ 156  -84]
 [ 101 -148]
 [ -53   58]
 [ -79  189]]",0.7,0.5,1.0
703,703,741,8,5,24,0.5,0.3,1.0355512397655997,0.9407548959012384,"[[ 101  154]
 [ -52 -154]
 [ -77 -156]
 [-192  146]
 [-157 -140]
 [-101 -188]
 [ 150  -61]
 [  86   66]]","[[ 132   29]
 [ 156  -84]
 [ 101 -148]
 [ -53   58]
 [ -79  189]]",0.9,0.7,1.0
707,707,745,10,3,12,0.1,0.3,1.0333181558482023,1.3112001602789645,"[[  36  115]
 [ -78   95]
 [ -65 -192]
 [-155  -87]
 [  80   31]
 [ 162 -149]
 [ 160 -186]
 [-197  -33]
 [-186  -67]
 [ -30  -68]]","[[-126  -30]
 [-141 -166]
 [ 163   95]]",0.4,0.5,1.0
732,732,770,10,3,12,0.3,0.5,1.0333181558482023,1.3112001602789645,"[[  36  115]
 [ -78   95]
 [ -65 -192]
 [-155  -87]
 [  80   31]
 [ 162 -149]
 [ 160 -186]
 [-197  -33]
 [-186  -67]
 [ -30  -68]]","[[-126  -30]
 [-141 -166]
 [ 163   95]]",0.9,0.7,1.0
736,736,774,10,3,36,0.3,0.5,1.0333181558482023,1.3112001602789645,"[[  36  115]
 [ -78   95]
 [ -65 -192]
 [-155  -87]
 [  80   31]
 [ 162 -149]
 [ 160 -186]
 [-197  -33]
 [-186  -67]
 [ -30  -68]]","[[-126  -30]
 [-141 -166]
 [ 163   95]]",0.9,0.7,1.0
739,739,777,10,3,24,0.1,0.3,1.0333181558482023,1.3112001602789645,"[[  36  115]
 [ -78   95]
 [ -65 -192]
 [-155  -87]
 [  80   31]
 [ 162 -149]
 [ 160 -186]
 [-197  -33]
 [-186  -67]
 [ -30  -68]]","[[-126  -30]
 [-141 -166]
 [ 163   95]]",0.3,0.3,1.0
744,744,782,10,3,36,0.1,0.3,1.0333181558482023,1.3112001602789645,"[[  36  115]
 [ -78   95]
 [ -65 -192]
 [-155  -87]
 [  80   31]
 [ 162 -149]
 [ 160 -186]
 [-197  -33]
 [-186  -67]
 [ -30  -68]]","[[-126  -30]
 [-141 -166]
 [ 163   95]]",0.4,0.3,1.0
756,756,794,10,3,46,0.1,0.3,1.0333181558482023,1.3112001602789645,"[[  36  115]
 [ -78   95]
 [ -65 -192]
 [-155  -87]
 [  80   31]
 [ 162 -149]
 [ 160 -186]
 [-197  -33]
 [-186  -67]
 [ -30  -68]]","[[-126  -30]
 [-141 -166]
 [ 163   95]]",0.3,0.1,1.0
762,762,800,2,9,12,0.1,0.3,1.316935852061928,1.076242638056824,"[[ 167  135]
 [  72 -150]]","[[-126   83]
 [  69  158]
 [-120   64]
 [-157  -79]
 [ -37 -133]
 [  69  -44]
 [ 159  174]
 [ 167   42]
 [ 188 -186]]",0.1,0.5,1.0
767,767,805,2,10,12,0.1,0.3,1.5258562552460615,0.8560471230384687,"[[  52  150]
 [-163 -140]]","[[ 171  186]
 [ -19  142]
 [  85 -115]
 [ 119  -60]
 [-186 -105]
 [  78  -18]
 [ 114  -40]
 [  22  -99]
 [  96  -34]
 [ -97  188]]",0.4,0.5,1.0
772,772,810,2,10,24,0.1,0.3,1.5258562552460615,0.8560471230384687,"[[  52  150]
 [-163 -140]]","[[ 171  186]
 [ -19  142]
 [  85 -115]
 [ 119  -60]
 [-186 -105]
 [  78  -18]
 [ 114  -40]
 [  22  -99]
 [  96  -34]
 [ -97  188]]",0.2,0.5,1.0
777,777,815,2,10,36,0.1,0.3,1.5258562552460615,0.8560471230384687,"[[  52  150]
 [-163 -140]]","[[ 171  186]
 [ -19  142]
 [  85 -115]
 [ 119  -60]
 [-186 -105]
 [  78  -18]
 [ 114  -40]
 [  22  -99]
 [  96  -34]
 [ -97  188]]",0.8,0.5,1.0
808,808,846,2,10,12,0.3,0.5,1.5258562552460615,0.8560471230384687,"[[  52  150]
 [-163 -140]]","[[ 171  186]
 [ -19  142]
 [  85 -115]
 [ 119  -60]
 [-186 -105]
 [  78  -18]
 [ 114  -40]
 [  22  -99]
 [  96  -34]
 [ -97  188]]",0.6,0.7,1.0
813,813,851,2,10,36,0.3,0.5,1.5258562552460615,0.8560471230384687,"[[  52  150]
 [-163 -140]]","[[ 171  186]
 [ -19  142]
 [  85 -115]
 [ 119  -60]
 [-186 -105]
 [  78  -18]
 [ 114  -40]
 [  22  -99]
 [  96  -34]
 [ -97  188]]",0.5,0.7,1.0
817,817,855,2,10,46,0.3,0.5,1.5258562552460615,0.8560471230384687,"[[  52  150]
 [-163 -140]]","[[ 171  186]
 [ -19  142]
 [  85 -115]
 [ 119  -60]
 [-186 -105]
 [  78  -18]
 [ 114  -40]
 [  22  -99]
 [  96  -34]
 [ -97  188]]",0.9,0.7,1.0
829,829,867,3,9,12,0.1,0.3,1.1568771276288483,0.9150680530605444,"[[-191  105]
 [-105  -18]
 [  76    9]]","[[ -74 -150]
 [ -44  114]
 [ -44  160]
 [ -34   88]
 [ 139   38]
 [  77   20]
 [ -28  -29]
 [ 179    3]
 [  52   24]]",0.7,0.3,1.0
834,834,872,3,9,24,0.1,0.3,1.1568771276288483,0.9150680530605444,"[[-191  105]
 [-105  -18]
 [  76    9]]","[[ -74 -150]
 [ -44  114]
 [ -44  160]
 [ -34   88]
 [ 139   38]
 [  77   20]
 [ -28  -29]
 [ 179    3]
 [  52   24]]",0.7,0.3,1.0
839,839,877,3,9,36,0.1,0.3,1.1568771276288483,0.9150680530605444,"[[-191  105]
 [-105  -18]
 [  76    9]]","[[ -74 -150]
 [ -44  114]
 [ -44  160]
 [ -34   88]
 [ 139   38]
 [  77   20]
 [ -28  -29]
 [ 179    3]
 [  52   24]]",0.7,0.3,1.0
844,844,882,3,9,46,0.1,0.3,1.1568771276288483,0.9150680530605444,"[[-191  105]
 [-105  -18]
 [  76    9]]","[[ -74 -150]
 [ -44  114]
 [ -44  160]
 [ -34   88]
 [ 139   38]
 [  77   20]
 [ -28  -29]
 [ 179    3]
 [  52   24]]",0.7,0.3,1.0
876,876,915,3,9,24,0.3,0.5,1.1568771276288483,0.9150680530605444,"[[-191  105]
 [-105  -18]
 [  76    9]]","[[ -74 -150]
 [ -44  114]
 [ -44  160]
 [ -34   88]
 [ 139   38]
 [  77   20]
 [ -28  -29]
 [ 179    3]
 [  52   24]]",0.9,0.7,1.0
883,883,922,2,9,12,0.3,0.5,1.316935852061928,1.076242638056824,"[[ 167  135]
 [  72 -150]]","[[-126   83]
 [  69  158]
 [-120   64]
 [-157  -79]
 [ -37 -133]
 [  69  -44]
 [ 159  174]
 [ 167   42]
 [ 188 -186]]",0.4,0.5,1.0
888,888,927,2,9,24,0.3,0.5,1.316935852061928,1.076242638056824,"[[ 167  135]
 [  72 -150]]","[[-126   83]
 [  69  158]
 [-120   64]
 [-157  -79]
 [ -37 -133]
 [  69  -44]
 [ 159  174]
 [ 167   42]
 [ 188 -186]]",0.5,0.5,1.0
893,893,932,2,9,36,0.3,0.5,1.316935852061928,1.076242638056824,"[[ 167  135]
 [  72 -150]]","[[-126   83]
 [  69  158]
 [-120   64]
 [-157  -79]
 [ -37 -133]
 [  69  -44]
 [ 159  174]
 [ 167   42]
 [ 188 -186]]",0.4,0.5,1.0
897,897,936,2,9,24,0.1,0.3,1.316935852061928,1.076242638056824,"[[ 167  135]
 [  72 -150]]","[[-126   83]
 [  69  158]
 [-120   64]
 [-157  -79]
 [ -37 -133]
 [  69  -44]
 [ 159  174]
 [ 167   42]
 [ 188 -186]]",0.3,0.3,1.0
903,903,942,2,9,46,0.3,0.5,1.316935852061928,1.076242638056824,"[[ 167  135]
 [  72 -150]]","[[-126   83]
 [  69  158]
 [-120   64]
 [-157  -79]
 [ -37 -133]
 [  69  -44]
 [ 159  174]
 [ 167   42]
 [ 188 -186]]",0.3,0.5,1.0
906,906,945,2,9,36,0.1,0.3,1.316935852061928,1.076242638056824,"[[ 167  135]
 [  72 -150]]","[[-126   83]
 [  69  158]
 [-120   64]
 [-157  -79]
 [ -37 -133]
 [  69  -44]
 [ 159  174]
 [ 167   42]
 [ 188 -186]]",0.1,0.1,1.0
913,913,952,2,9,36,0.5,0.5,1.316935852061928,1.076242638056824,"[[ 167  135]
 [  72 -150]]","[[-126   83]
 [  69  158]
 [-120   64]
 [-157  -79]
 [ -37 -133]
 [  69  -44]
 [ 159  174]
 [ 167   42]
 [ 188 -186]]",0.9,0.7,1.0
917,917,956,3,3,12,0.1,0.3,1.0033548566988624,0.975533993434318,"[[  22  -23]
 [-125   70]
 [-178  -97]]","[[-158 -188]
 [ -36 -155]
 [  73  -50]]",0.8,0.7,1.0
922,922,961,3,3,24,0.1,0.3,1.0033548566988624,0.975533993434318,"[[  22  -23]
 [-125   70]
 [-178  -97]]","[[-158 -188]
 [ -36 -155]
 [  73  -50]]",0.4,0.7,1.0
929,929,968,2,9,46,0.1,0.3,1.316935852061928,1.076242638056824,"[[ 167  135]
 [  72 -150]]","[[-126   83]
 [  69  158]
 [-120   64]
 [-157  -79]
 [ -37 -133]
 [  69  -44]
 [ 159  174]
 [ 167   42]
 [ 188 -186]]",0.2,0.3,1.0
961,961,1000,3,3,12,0.3,0.5,1.0033548566988624,0.975533993434318,"[[  22  -23]
 [-125   70]
 [-178  -97]]","[[-158 -188]
 [ -36 -155]
 [  73  -50]]",0.7,0.7,1.0
967,967,1006,3,3,46,0.3,0.5,1.0033548566988624,0.975533993434318,"[[  22  -23]
 [-125   70]
 [-178  -97]]","[[-158 -188]
 [ -36 -155]
 [  73  -50]]",0.6,0.9,1.0
