,Num_Cells_Strain1,Num_Cells_Strain2,Num_Cells_Strain3,t_deg,k_degA,k_degB,ratioS1,ratioS2,ratioS3_S1,ratioS3_S2,posS1,posS2,posS3,Stability
10,9,9,6,46,0.6,0.6,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"[[ -79  -41]
 [  -5 -157]
 [ -66 -132]
 [  77   11]
 [  20   22]
 [  57   29]
 [ 116  122]
 [ -98 -126]
 [-134  -62]]","[[  90 -180]
 [ -79  -75]
 [-113   18]
 [ 199  142]
 [ -22  168]
 [  40   37]
 [   9  106]
 [-173  111]
 [  33  167]]","[[  90 -180]
 [ -79  -75]
 [-113   18]
 [ 199  142]
 [ -22  168]
 [  40   37]]",1.0
11,6,6,5,36,0.1,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
12,6,6,5,46,0.1,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
13,6,6,5,12,0.3,0.3,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.2
14,6,6,5,24,0.3,0.3,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.4
15,6,6,5,36,0.3,0.3,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.7
16,6,6,5,46,0.3,0.3,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.3
17,6,6,5,12,0.3,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.7
18,6,6,5,24,0.3,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.6
19,6,6,5,36,0.3,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.9
20,6,6,5,24,0.1,0.3,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.1
21,6,6,5,46,0.3,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.8
22,6,6,5,12,0.3,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
23,6,6,5,24,0.3,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
24,6,6,5,36,0.3,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
25,6,6,5,46,0.3,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
26,6,6,5,12,0.6,0.3,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
27,6,6,5,24,0.6,0.3,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.9
28,6,6,5,36,0.6,0.3,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
29,6,6,5,46,0.6,0.3,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
30,6,6,5,12,0.6,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
31,6,6,5,36,0.1,0.3,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.0
32,6,6,5,24,0.6,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
33,6,6,5,36,0.6,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
34,6,6,5,46,0.6,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
35,6,6,5,12,0.6,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
36,6,6,5,24,0.6,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
37,6,6,5,36,0.6,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
38,6,6,5,46,0.6,0.6,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
39,2,1,2,12,0.1,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.1
40,2,1,2,24,0.1,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.1
41,2,1,2,36,0.1,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.1
42,6,6,5,46,0.1,0.3,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",0.2
43,2,1,2,46,0.1,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.2
44,2,1,2,12,0.1,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
45,2,1,2,24,0.1,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
46,2,1,2,36,0.1,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
47,2,1,2,46,0.1,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
48,2,1,2,12,0.1,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
49,2,1,2,24,0.1,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
50,2,1,2,36,0.1,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
51,2,1,2,46,0.1,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
52,2,1,2,12,0.3,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.0
53,6,6,5,12,0.1,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
54,2,1,2,24,0.3,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.0
55,2,1,2,36,0.3,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.0
56,2,1,2,46,0.3,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.2
57,2,1,2,12,0.3,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.9
58,2,1,2,24,0.3,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.5
59,2,1,2,36,0.3,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.6
60,2,1,2,46,0.3,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.5
61,2,1,2,12,0.3,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
62,2,1,2,24,0.3,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
63,2,1,2,36,0.3,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
64,6,6,5,24,0.1,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
65,2,1,2,46,0.3,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.9
66,2,1,2,12,0.6,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.8
67,2,1,2,24,0.6,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.8
68,2,1,2,36,0.6,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.8
69,2,1,2,46,0.6,0.3,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.6
70,2,1,2,12,0.6,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.9
71,2,1,2,24,0.6,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.9
72,2,1,2,36,0.6,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.9
73,2,1,2,46,0.6,0.5,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",0.8
74,2,1,2,12,0.6,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
75,6,6,5,36,0.1,0.5,0.9041112591816638,1.124600555918177,1.1336500785083936,1.1697643093057317,"[[  23  185]
 [ -11 -142]
 [  46  -42]
 [-200   24]
 [ -76  157]
 [   4   94]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]
 [-155 -184]]","[[ -92 -155]
 [ -19  172]
 [  74   68]
 [ 169  -17]
 [  66 -191]]",1.0
76,2,1,2,24,0.6,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
77,2,1,2,36,0.6,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
78,2,1,2,46,0.6,0.6,1.9997623212237694,0.0,1.0759274201944204,2.0,"[[  77 -176]
 [ 193   32]]",[[129 -79]],"[[193  32]
 [129 -79]]",1.0
79,9,9,6,12,0.1,0.3,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"[[ -79  -41]
 [  -5 -157]
 [ -66 -132]
 [  77   11]
 [  20   22]
 [  57   29]
 [ 116  122]
 [ -98 -126]
 [-134  -62]]","[[  90 -180]
 [ -79  -75]
 [-113   18]
 [ 199  142]
 [ -22  168]
 [  40   37]
 [   9  106]
 [-173  111]
 [  33  167]]","[[  90 -180]
 [ -79  -75]
 [-113   18]
 [ 199  142]
 [ -22  168]
 [  40   37]]",0.1
80,9,9,6,24,0.1,0.3,0.8121926278546837,1.078630423707732,1.2515304729438097,1.1842099444996286,"[[ -79  -41]
 [  -5 -157]
 [ -66 -132]
 [  77   11]
 [  20   22]
 [  57   29]
 [ 116  122]
 [ -98 -126]
 [-134  -62]]","[[  90 -180]
 [ -79  -75]
 [-113   18]
 [ 199  142]
 [ -22  168]
 [  40   37]
 [   9  106]
 [-173  111]
 [  33  167]]","[[  90 -180]
 [ -79  -75]
 [-113   18]
 [ 199  142]
 [ -22  168]
 [  40   37]]",0.4
