,Num_Cells_Strain1,Num_Cells_Strain2,Num_Cells_Strain3,t_deg,k_degA,k_degB,ratioS1,ratioS2,ratioS3_S1,ratioS3_S2,posS1,posS2,posS3,Stability,s1
20,1,5,6,36,0.3,0.5,0.0,1.2671177804984803,1.3375718789262427,0.9000553142961517,[[-103   88]],"[[ -91  -59]
 [ 101 -154]
 [   7 -200]
 [ -70  122]
 [ -19  181]]","[[ -19  181]
 [ -71   49]
 [ 134   32]
 [  14   24]
 [-143   21]
 [-154  -70]]",0.7,"frozenset({88, -103})"
21,3,10,7,36,0.3,0.5,0.7749117715241767,1.1617554734555293,1.2411425776745795,1.0928867246933882,"[[110 101]
 [154 -98]
 [154 -85]]","[[ 148  -49]
 [ 197   99]
 [ 187   -7]
 [-182  -21]
 [  20  184]
 [ 164  121]
 [ 115   67]
 [ 124  146]
 [ 168  -37]
 [-120 -110]]","[[ 124  146]
 [ 168  -37]
 [-120 -110]
 [ 120 -139]
 [  13   93]
 [ 182   54]
 [ 146  100]]",1.0,"frozenset({-98, 101, 154, -85, 110})"
22,10,7,8,36,0.3,0.5,1.0969434945255079,0.9878674676850372,0.9640785385535802,1.0829872870187487,"[[ 118 -180]
 [ -40 -182]
 [ -23   72]
 [ 176 -112]
 [ 114  103]
 [ 130  131]
 [ -72  -57]
 [ -89  -97]
 [ -85  158]
 [-108  147]]","[[  38  150]
 [ 152 -111]
 [-144  -21]
 [  -1   32]
 [-182   99]
 [ 101  132]
 [ -30  162]]","[[ -89  -97]
 [ -85  158]
 [-108  147]
 [  38  150]
 [ 152 -111]
 [-144  -21]
 [  -1   32]
 [-182   99]]",1.0,"frozenset({130, 131, -57, 72, -182, -180, -112, 147, -108, -40, 158, -97, -89, 103, -23, -85, 176, 114, 118, -72})"
23,1,7,7,36,0.3,0.5,0.0,0.9039598781297654,0.9765404414394206,1.1251101228697058,[[-123   97]],"[[ 101  -43]
 [ -37  191]
 [ -41 -148]
 [ -78 -155]
 [ -35 -192]
 [ -56  -25]
 [ 100   90]]","[[ 100   90]
 [ -83 -185]
 [  33  -34]
 [-189   43]
 [ 108  181]
 [ 185  -12]
 [ 191  -70]]",0.0,"frozenset({97, -123})"
24,8,3,3,36,0.3,0.5,0.9705815583347586,1.1800645086496446,1.0705586246392829,0.8067520635214156,"[[ 113  -15]
 [  52  111]
 [ -63  -25]
 [ 128  -34]
 [ 130  190]
 [ -22   88]
 [-137  177]
 [-196 -187]]","[[-153   62]
 [ 121  -99]
 [-199  160]]","[[128 -34]
 [130 190]
 [-22  88]]",1.0,"frozenset({128, -63, 130, -187, 88, -34, -25, -22, 111, 113, -15, 177, 52, -137, -196, 190})"
25,10,1,1,36,0.3,0.5,1.14497878072474,0.0,0.0,0.0,"[[ -58   19]
 [  28 -123]
 [-140 -119]
 [ 170  -53]
 [  32   48]
 [-150 -170]
 [ 182 -107]
 [ -21 -194]
 [-171 -176]
 [-119  195]]",[[79 20]],[[  28 -123]],0.0,"frozenset({195, -123, -58, -119, -53, -176, 19, -107, -171, -170, 28, 32, 170, -150, -21, 48, -140, 182, -194})"
26,1,3,9,36,0.3,0.5,0.0,0.8041064972615882,1.3747389514514143,1.0202902038543207,[[79 71]],"[[-158   -5]
 [-107  -93]
 [  78 -186]]","[[  78 -186]
 [ -12   85]
 [ 102  160]
 [ -76 -157]
 [ 121  -44]
 [ 103  115]
 [-186  -88]
 [ -93  151]
 [ 114  -21]]",0.5,"frozenset({71, 79})"
27,8,5,10,36,0.3,0.5,0.8735846612447862,1.029449244203455,1.1570619425571327,1.1182930271618539,"[[  -2   81]
 [  -4 -112]
 [ 164  164]
 [  82 -122]
 [  95  111]
 [ -35 -124]
 [  91  170]
 [ -79 -104]]","[[-197  166]
 [ 154   77]
 [ -59  -21]
 [-156 -130]
 [-141    4]]","[[ -35 -124]
 [  91  170]
 [ -79 -104]
 [-197  166]
 [ 154   77]
 [ -59  -21]
 [-156 -130]
 [-141    4]
 [ 117 -165]
 [ 141  146]]",1.0,"frozenset({164, -124, -122, 170, 111, -112, 81, 82, -79, -104, 91, -4, -35, -2, 95})"
28,7,2,5,36,0.3,0.5,1.1181573135089309,0.4093887327856135,1.2586154349211938,1.2014703367500013,"[[  83  167]
 [ 193   88]
 [ 159    7]
 [-155 -153]
 [ 112  179]
 [  57  174]
 [ -38 -192]]","[[  7 136]
 [-80 153]]","[[ 159    7]
 [-155 -153]
 [ 112  179]
 [  57  174]
 [ -38 -192]]",0.8,"frozenset({-192, 193, -155, 167, 7, -153, 174, 112, 83, 179, 88, 57, -38, 159})"
29,5,9,3,36,0.3,0.5,1.117808486554656,0.988708958534824,0.8860878663929209,1.1346764036369321,"[[ -30  177]
 [-107  -57]
 [ 196   93]
 [ 167 -163]
 [  35  193]]","[[ -42 -182]
 [  -1  -89]
 [-156   67]
 [ -66  159]
 [ -64 -180]
 [-114  153]
 [-152  135]
 [ 142   93]
 [ 195   69]]","[[ -64 -180]
 [-114  153]
 [-152  135]]",1.0,"frozenset({193, -30, 35, 196, -57, 167, -163, 177, -107, 93})"
30,3,3,10,36,0.3,0.5,1.1758975826901699,1.2924994093311022,1.0271984393514058,1.0328162848426703,"[[ 159  -58]
 [-149   30]
 [  29   13]]","[[  91   20]
 [  -9  177]
 [ -40 -140]]","[[  91   20]
 [  -9  177]
 [ -40 -140]
 [ -25   98]
 [-119  180]
 [  76  -17]
 [  79  -21]
 [ -93   35]
 [ -14  -21]
 [  62 -137]]",0.9,"frozenset({29, -58, -149, 13, 30, 159})"
31,6,8,2,36,0.3,0.5,0.6338016524558205,1.1316056681587436,1.488464288988768,1.4733205659454351,"[[ -24   34]
 [  59 -143]
 [  73 -162]
 [ -13  -54]
 [ 108  -64]
 [ 135 -105]]","[[  81 -131]
 [  -6   55]
 [  25  -87]
 [  71  169]
 [ -39  115]
 [-183 -127]
 [ 169  180]
 [ 137   68]]","[[ 25 -87]
 [ 71 169]]",0.9,"frozenset({-64, 34, 135, -24, 73, -54, 108, -143, -13, -105, 59, -162})"
32,5,6,10,36,0.3,0.5,0.9470416396017591,0.9522349179205241,1.024684960289624,1.1321260641214774,"[[ -98   64]
 [ 142  183]
 [ -80   39]
 [-117  -74]
 [ -76  -49]]","[[ 102    3]
 [-113 -175]
 [  11   73]
 [ 158 -106]
 [ -43  -82]
 [ -45  -34]]","[[-113 -175]
 [  11   73]
 [ 158 -106]
 [ -43  -82]
 [ -45  -34]
 [-154   24]
 [-174  -48]
 [  42  -15]
 [  85  -88]
 [  82  111]]",1.0,"frozenset({64, 39, -117, 142, -49, -80, -76, -74, 183, -98})"
33,7,6,10,36,0.3,0.5,0.9610237509052425,0.8282109999277595,0.8965731138451967,1.09212514280382,"[[-130 -120]
 [ -15 -193]
 [  96  -95]
 [ -67   26]
 [-110  161]
 [  80 -189]
 [ 144  -72]]","[[ 121  127]
 [-156  -90]
 [ -69   96]
 [ -36  110]
 [-193   15]
 [  49   44]]","[[ 144  -72]
 [ 121  127]
 [-156  -90]
 [ -69   96]
 [ -36  110]
 [-193   15]
 [  49   44]
 [ -37  -70]
 [  90   24]
 [ -98  -22]]",1.0,"frozenset({96, -95, 161, -189, -120, 80, -15, -110, 144, -72, 26, -67, -130, -193})"
34,6,3,8,36,0.3,0.5,0.7736415421454688,0.8867467450512913,1.0664275771179974,1.04939251930687,"[[-136  175]
 [-143 -150]
 [  98  182]
 [-154  181]
 [-135  -16]
 [-151  115]]","[[ -46   48]
 [ -37 -123]
 [ 198 -160]]","[[-154  181]
 [-135  -16]
 [-151  115]
 [ -46   48]
 [ -37 -123]
 [ 198 -160]
 [  67 -134]
 [-163  106]]",1.0,"frozenset({98, -154, -151, -150, 175, -16, -143, 115, 181, 182, -136, -135})"
35,3,10,4,36,0.3,0.5,1.3081628334330686,1.0218693732817894,1.1020705809602311,1.1785352485345955,"[[  26   26]
 [ 157  -73]
 [-170  175]]","[[ 192  -18]
 [-148 -148]
 [  20  -82]
 [  73   -5]
 [  25  156]
 [ -41   60]
 [ 156  129]
 [ 147  197]
 [ -28  -48]
 [-120  143]]","[[ 147  197]
 [ -28  -48]
 [-120  143]
 [  28  -34]]",0.7,"frozenset({-170, -73, 26, 157, 175})"
36,1,5,5,36,0.3,0.5,0.0,1.5849425222829412,0.42138823330275044,0.42902898410314194,[[-69 129]],"[[ -61  156]
 [-175  -48]
 [-199  113]
 [  69  190]
 [ 107  -60]]","[[107 -60]
 [114 -20]
 [-52 -99]
 [ 68  -1]
 [ 71  -7]]",0.0,"frozenset({129, -69})"
37,8,9,8,36,0.3,0.5,1.0891233322330744,0.9286446694577734,0.9861009021927889,1.173145066723493,"[[  -7  -99]
 [-100  -90]
 [ -78  129]
 [ 150  106]
 [-126 -115]
 [-183  -38]
 [  58  181]
 [  97 -199]]","[[  57   41]
 [  40  -38]
 [  75  114]
 [-178  120]
 [ 197  164]
 [-153   59]
 [ 131  -80]
 [ -50  -78]
 [ 108   73]]","[[  40  -38]
 [  75  114]
 [-178  120]
 [ 197  164]
 [-153   59]
 [ 131  -80]
 [ -50  -78]
 [ 108   73]]",1.0,"frozenset({129, -126, -183, -115, 150, -38, -100, -7, -99, 97, -90, 106, -78, 181, -199, 58})"
38,5,2,8,36,0.3,0.5,1.3979363914262963,0.16310408170133822,0.9831765701553253,1.564976610965821,"[[-168  139]
 [-160  -44]
 [-196   82]
 [ -19  -40]
 [  59 -110]]","[[-56  38]
 [-45  18]]","[[-196   82]
 [ -19  -40]
 [  59 -110]
 [ -56   38]
 [ -45   18]
 [  48  172]
 [ -24  -43]
 [-131  -96]]",0.6,"frozenset({-160, 139, -19, 82, -110, -44, -40, -168, 59, -196})"
39,10,8,5,36,0.3,0.5,1.1842524743911191,0.9057450020733374,1.1131618846671958,1.243408301976615,"[[-169   -9]
 [-154  -14]
 [  34 -161]
 [ 141  -25]
 [  87  -46]
 [ 187   86]
 [  42  170]
 [ 100  148]
 [-131   54]
 [ 172  120]]","[[-115  106]
 [ -27  116]
 [  92 -160]
 [ 106   66]
 [ 106  -19]
 [  53   21]
 [ -49  -68]
 [ 125   62]]","[[-131   54]
 [ 172  120]
 [-115  106]
 [ -27  116]
 [  92 -160]]",1.0,"frozenset({141, -46, 148, 86, -169, 87, -161, 34, 100, -154, -25, 42, 170, 172, -14, 54, -9, 120, 187, -131})"
40,10,2,7,36,0.3,0.5,0.4866645608193102,1.387691855173318,1.2165031873201773,0.5620713504818782,"[[-117  169]
 [ -62  178]
 [ -98  195]
 [ -58  145]
 [  66  141]
 [ 129    5]
 [ -48  176]
 [-158  182]
 [-143  183]
 [  32  110]]","[[-192  -57]
 [ 167   11]]","[[ -98  195]
 [ -58  145]
 [  66  141]
 [ 129    5]
 [ -48  176]
 [-158  182]
 [-143  183]]",0.1,"frozenset({129, -62, 195, 66, 5, -58, -117, 141, -48, 145, -98, 32, -158, 169, 110, 176, -143, 178, 182, 183})"
41,5,4,8,36,0.3,0.5,0.7181983079840066,1.1739691197411293,1.240923600500087,1.1643613744504893,"[[ -59 -131]
 [ -49  119]
 [ -64   89]
 [ -26   78]
 [-167  131]]","[[ 111  189]
 [  59  126]
 [-186 -162]
 [  19  148]]","[[-167  131]
 [ 111  189]
 [  59  126]
 [-186 -162]
 [  19  148]
 [ 145  -74]
 [ -65 -129]
 [ 100 -184]]",0.8,"frozenset({-64, 131, -59, -26, 78, -49, 119, -167, 89, -131})"
42,4,1,9,36,0.3,0.5,1.240053640449633,0.0,1.118491847241902,1.286689320908848,"[[   8  -73]
 [-188 -138]
 [ 171 -181]
 [  30  -34]]",[[137 -96]],"[[-188 -138]
 [ 171 -181]
 [  30  -34]
 [ 137  -96]
 [-120  -59]
 [  22   -1]
 [  16   34]
 [ 121 -157]
 [ 126  145]]",0.9,"frozenset({-188, 8, 171, -181, -34, -138, -73, 30})"
43,1,5,6,36,0.3,0.5,0.0,0.7096771679615523,0.8240793235563398,0.8133436022894834,[[184  48]],"[[ 187   -2]
 [ -29   -1]
 [ -38 -155]
 [-102  -59]
 [ -66 -126]]","[[ -66 -126]
 [  73  195]
 [  89   83]
 [ -39  178]
 [ -34   93]
 [  31   50]]",0.6,"frozenset({184, 48})"
44,4,4,9,36,0.3,0.5,1.022073659298017,1.0096491095016429,1.0472013389472792,1.0593622854071048,"[[  42  -25]
 [-148  -10]
 [-105 -109]
 [ -61  196]]","[[-200 -181]
 [-174  -41]
 [-163 -144]
 [-138  185]]","[[-200 -181]
 [-174  -41]
 [-163 -144]
 [-138  185]
 [ -15    8]
 [ -65 -171]
 [-144  120]
 [-140   74]
 [ -64   83]]",0.8,"frozenset({-61, 196, -25, 42, -148, -109, -10, -105})"
45,5,6,9,36,0.3,0.5,1.1305224628613497,1.0140541686084115,0.9572993584664015,1.04827709509725,"[[  -9  178]
 [ 110 -143]
 [-167  173]
 [  76  -48]
 [   5   29]]","[[ 148  -72]
 [  65   59]
 [  13  176]
 [-105  -49]
 [ 187 -134]
 [ 145   34]]","[[  65   59]
 [  13  176]
 [-105  -49]
 [ 187 -134]
 [ 145   34]
 [-112   37]
 [  55   89]
 [ 156   30]
 [ -54  -15]]",0.9,"frozenset({5, 76, 173, 110, -48, -143, 178, -9, -167, 29})"
46,9,3,9,36,0.3,0.5,1.258558194999576,0.8694331310520698,0.9869580229086197,1.2888454760161936,"[[ 197 -151]
 [-186  -43]
 [  24   46]
 [ -44 -116]
 [  -7 -172]
 [-156 -122]
 [  77  -56]
 [-191  193]
 [  36   31]]","[[-125 -163]
 [ -48 -151]
 [  59  -29]]","[[ -44 -116]
 [  -7 -172]
 [-156 -122]
 [  77  -56]
 [-191  193]
 [  36   31]
 [-125 -163]
 [ -48 -151]
 [  59  -29]]",1.0,"frozenset({-191, 193, 197, -186, -122, -56, -116, 77, -44, -43, -172, 24, 31, -156, 36, -151, 46, -7})"
47,8,10,10,36,0.3,0.5,0.8191242440493818,1.0332117113701806,1.1448131346992254,1.1144081330481594,"[[  -4 -173]
 [ -54   66]
 [ -20 -147]
 [ 163 -140]
 [ -12   56]
 [ 107  -95]
 [-145   59]
 [   7  -86]]","[[-196  186]
 [ 118   76]
 [  97  -74]
 [-198  193]
 [ 168 -152]
 [  67  -49]
 [  79   49]
 [ 182   15]
 [  88   92]
 [-133  113]]","[[  97  -74]
 [-198  193]
 [ 168 -152]
 [  67  -49]
 [  79   49]
 [ 182   15]
 [  88   92]
 [-133  113]
 [-182   40]
 [ 135 -198]]",1.0,"frozenset({66, 7, -54, -173, -95, 163, -86, 107, -20, -147, -145, -140, -12, 56, 59, -4})"
48,5,2,7,36,0.3,0.5,0.8365807229072162,0.9322503278137254,1.263706213828153,1.2397808210411514,"[[-16  99]
 [ -5  -1]
 [171  -7]
 [118  79]
 [-67 -37]]","[[  40 -181]
 [ -69  -47]]","[[ 171   -7]
 [ 118   79]
 [ -67  -37]
 [  40 -181]
 [ -69  -47]
 [-127   18]
 [-191  176]]",0.8,"frozenset({99, -37, 171, 79, -16, 118, -7, -5, -67, -1})"
49,1,3,2,36,0.3,0.5,0.0,0.945466136716853,1.3630997835406087,1.6796746129885352,[[ 54 146]],"[[  27 -174]
 [ -94 -149]
 [  90   83]]","[[  90   83]
 [  -1 -167]]",0.0,"frozenset({146, 54})"
50,3,8,8,36,0.3,0.5,1.3065279767175468,1.0094019171125543,0.760448050071335,0.8460198726562349,"[[ 134 -107]
 [ -90   88]
 [ 142  154]]","[[ 187 -142]
 [  59   73]
 [  96   44]
 [ 115 -127]
 [ -72  -88]
 [ -58  146]
 [  19   10]
 [-188  -27]]","[[ -58  146]
 [  19   10]
 [-188  -27]
 [ -40  -19]
 [  61  141]
 [ -59  -25]
 [ -77  176]
 [ -22  -52]]",1.0,"frozenset({-107, -90, 134, 88, 154, 142})"
51,6,8,1,36,0.3,0.5,0.8019906152910267,0.8389639199153193,0.0,0.0,"[[ 102  183]
 [ 195   50]
 [ 134 -175]
 [ 180  -39]
 [ 198   63]
 [ -79  -11]]","[[ -93  175]
 [-140   66]
 [ 101 -194]
 [ 145 -136]
 [ -13   38]
 [-113  -59]
 [-110   99]
 [-145  156]]",[[ 101 -194]],1.0,"frozenset({195, 134, 102, 198, -175, 50, -79, 180, -11, 183, -39, 63})"
52,3,5,8,36,0.3,0.5,1.4476499773732145,0.8422727750544693,0.8739274667434853,1.2029542607988404,"[[  14  -28]
 [ 200  196]
 [ -87 -181]]","[[ 151  -72]
 [ -38  -29]
 [ 127  -96]
 [-170   23]
 [ -41 -113]]","[[ 127  -96]
 [-170   23]
 [ -41 -113]
 [-157 -177]
 [  75 -154]
 [-149  -14]
 [ 133 -110]
 [ 155    2]]",1.0,"frozenset({196, -28, 200, -87, -181, 14})"
53,1,1,4,36,0.3,0.5,0.0,0.0,0.856242571566828,1.5790742074058979,[[192 -79]],[[-90  88]],"[[ -90   88]
 [  99  -98]
 [ 126   98]
 [-111   64]]",0.8,"frozenset({192, -79})"
54,7,4,5,36,0.3,0.5,0.9900168469666696,0.9982020771811893,1.283574750201129,1.275522576856551,"[[ 172   -2]
 [-192   25]
 [ -42  -25]
 [ -19  -29]
 [ 139   16]
 [ 126 -182]
 [-138  141]]","[[ -12  168]
 [-198  -59]
 [ 117  184]
 [ -16   51]]","[[ 139   16]
 [ 126 -182]
 [-138  141]
 [ -12  168]
 [-198  -59]]",1.0,"frozenset({-192, -29, -25, -182, 139, 172, -19, 141, 16, -42, -138, 25, 126, -2})"
55,2,2,4,36,0.3,0.5,0.5716341232446652,0.4591821774155146,1.0960835727192189,1.300198400084903,"[[  56 -143]
 [ -78  -66]]","[[197 112]
 [191 -12]]","[[ 197  112]
 [ 191  -12]
 [ -38 -102]
 [  54  -82]]",1.0,"frozenset({56, -143, -78, -66})"
56,5,7,5,36,0.3,0.5,0.7748660192417156,1.1178796973594258,0.9107467410725277,1.0853399791959786,"[[  50   81]
 [-190  -45]
 [ -88    5]
 [-120   60]
 [-178  -21]]","[[ -70 -109]
 [-166   15]
 [-134   40]
 [ 128   74]
 [ 138  101]
 [ -65  -54]
 [ 152  109]]","[[-134   40]
 [ 128   74]
 [ 138  101]
 [ -65  -54]
 [ 152  109]]",0.9,"frozenset({-190, 5, -88, -120, -21, -178, 81, 50, -45, 60})"
57,4,8,9,36,0.3,0.5,1.100689123252646,1.0730539176037257,1.2461483887806382,1.223607365986509,"[[  65  -76]
 [  83 -141]
 [-135   68]
 [  17  136]]","[[-156   15]
 [  55  152]
 [  -3  104]
 [ 109   22]
 [-113  -54]
 [ 186  139]
 [ -13 -145]
 [  -5  188]]","[[-113  -54]
 [ 186  139]
 [ -13 -145]
 [  -5  188]
 [ 166 -197]
 [ -96  141]
 [ 170 -194]
 [ 190  162]
 [-197   -2]]",0.7,"frozenset({65, 68, 136, 17, 83, -76, -141, -135})"
58,4,9,4,36,0.3,0.5,1.366624845096147,0.7895195687868116,0.6755860683776855,1.0615445762842648,"[[-104 -153]
 [ 198   -4]
 [-159  193]
 [  47 -186]]","[[ -36  163]
 [-187    8]
 [  76  -70]
 [  41 -181]
 [  10   18]
 [ -32  -13]
 [ -89   53]
 [ 143   59]
 [ -51  137]]","[[-32 -13]
 [-89  53]
 [143  59]
 [-51 137]]",0.5,"frozenset({-159, 193, 198, -153, -186, 47, -104, -4})"
59,5,4,8,36,0.3,0.5,1.095695768057397,1.2356097361212035,1.2158186451196362,1.2371080514814128,"[[  10  -42]
 [  24 -125]
 [ -84  -50]
 [-105   13]
 [ 140  185]]","[[-113 -106]
 [   6   -7]
 [   5   29]
 [ 176  196]]","[[ 140  185]
 [-113 -106]
 [   6   -7]
 [   5   29]
 [ 176  196]
 [-135 -143]
 [ 192   10]
 [  53 -198]]",0.8,"frozenset({-125, 10, -84, 13, -50, 140, -42, -105, 24, 185})"
60,1,9,4,36,0.3,0.5,0.0,0.8110143448287982,0.7753897049060375,1.220931288252423,[[184 199]],"[[ 161  171]
 [  90  179]
 [-170  -17]
 [  85   -5]
 [ -91  125]
 [  84  -24]
 [  -1  -27]
 [  50  -38]
 [ -69  192]]","[[ -69  192]
 [  84   24]
 [-106  -94]
 [  58 -138]]",0.0,"frozenset({184, 199})"
61,4,1,10,36,0.3,0.5,0.5418200839495368,0.0,1.1444632663296284,0.706431640150507,"[[ -92 -193]
 [-154 -144]
 [-140 -160]
 [  11  110]]",[[ 198 -194]],"[[-154 -144]
 [-140 -160]
 [  11  110]
 [ 198 -194]
 [ -35  -47]
 [   2  194]
 [-196 -122]
 [ -66  -18]
 [  79   89]
 [-147  -20]]",0.0,"frozenset({-160, -92, -154, 11, 110, -144, -140, -193})"
62,1,3,10,36,0.3,0.5,0.0,1.0349055709971562,1.0799161185173618,1.1413513771427501,[[-196   55]],"[[ -61 -124]
 [-189  -87]
 [-100   52]]","[[-100   52]
 [  70  152]
 [ -94   84]
 [ 167  169]
 [  54 -119]
 [-173 -180]
 [-171   67]
 [ -86 -103]
 [ -60  190]
 [ 118    7]]",0.4,"frozenset({-196, 55})"
63,7,9,6,36,0.3,0.5,0.8627645739166393,1.064056975734819,0.9958826126428196,1.078478204649043,"[[   5  -19]
 [-104  164]
 [  86   51]
 [-131   86]
 [-104   96]
 [  99 -193]
 [-155  145]]","[[  91  -73]
 [-145  -53]
 [ -42 -175]
 [-156  -90]
 [ 165 -140]
 [-155   69]
 [-116   83]
 [-124 -193]
 [ 182  165]]","[[ -42 -175]
 [-156  -90]
 [ 165 -140]
 [-155   69]
 [-116   83]
 [-124 -193]]",1.0,"frozenset({96, 99, 164, 5, -155, -19, 145, 51, 86, -104, -131, -193})"
