,Num_Cells_Strain1,Num_Cells_Strain2,t_deg,k_degA,k_degB,ratioS1,ratioS2,posS1,posS2,Stability
0,10,9,12,0.1,0.3,1.0235417421994255,1.1018958547273816,"[[ 158  114]
 [-119 -118]
 [  78   -3]
 [-141 -139]
 [  83  149]
 [-182   92]
 [ -66 -137]
 [  27  -30]
 [ 138 -119]
 [ 130  189]]","[[-147  146]
 [ 191 -103]
 [ 141  118]
 [-147   18]
 [-189  -87]
 [-105 -150]
 [ 104  186]
 [   5   58]
 [  52  185]]",0.8
1,10,9,24,0.1,0.6,1.0235417421994255,1.1018958547273816,"[[ 158  114]
 [-119 -118]
 [  78   -3]
 [-141 -139]
 [  83  149]
 [-182   92]
 [ -66 -137]
 [  27  -30]
 [ 138 -119]
 [ 130  189]]","[[-147  146]
 [ 191 -103]
 [ 141  118]
 [-147   18]
 [-189  -87]
 [-105 -150]
 [ 104  186]
 [   5   58]
 [  52  185]]",1.0
2,10,9,36,0.1,0.6,1.0235417421994255,1.1018958547273816,"[[ 158  114]
 [-119 -118]
 [  78   -3]
 [-141 -139]
 [  83  149]
 [-182   92]
 [ -66 -137]
 [  27  -30]
 [ 138 -119]
 [ 130  189]]","[[-147  146]
 [ 191 -103]
 [ 141  118]
 [-147   18]
 [-189  -87]
 [-105 -150]
 [ 104  186]
 [   5   58]
 [  52  185]]",1.0
3,10,9,46,0.1,0.6,1.0235417421994255,1.1018958547273816,"[[ 158  114]
 [-119 -118]
 [  78   -3]
 [-141 -139]
 [  83  149]
 [-182   92]
 [ -66 -137]
 [  27  -30]
 [ 138 -119]
 [ 130  189]]","[[-147  146]
 [ 191 -103]
 [ 141  118]
 [-147   18]
 [-189  -87]
 [-105 -150]
 [ 104  186]
 [   5   58]
 [  52  185]]",1.0
4,10,9,12,0.3,0.3,1.0235417421994255,1.1018958547273816,"[[ 158  114]
 [-119 -118]
 [  78   -3]
 [-141 -139]
 [  83  149]
 [-182   92]
 [ -66 -137]
 [  27  -30]
 [ 138 -119]
 [ 130  189]]","[[-147  146]
 [ 191 -103]
 [ 141  118]
 [-147   18]
 [-189  -87]
 [-105 -150]
 [ 104  186]
 [   5   58]
 [  52  185]]",0.7
5,10,9,24,0.3,0.3,1.0235417421994255,1.1018958547273816,"[[ 158  114]
 [-119 -118]
 [  78   -3]
 [-141 -139]
 [  83  149]
 [-182   92]
 [ -66 -137]
 [  27  -30]
 [ 138 -119]
 [ 130  189]]","[[-147  146]
 [ 191 -103]
 [ 141  118]
 [-147   18]
 [-189  -87]
 [-105 -150]
 [ 104  186]
 [   5   58]
 [  52  185]]",0.7
6,10,9,36,0.3,0.3,1.0235417421994255,1.1018958547273816,"[[ 158  114]
 [-119 -118]
 [  78   -3]
 [-141 -139]
 [  83  149]
 [-182   92]
 [ -66 -137]
 [  27  -30]
 [ 138 -119]
 [ 130  189]]","[[-147  146]
 [ 191 -103]
 [ 141  118]
 [-147   18]
 [-189  -87]
 [-105 -150]
 [ 104  186]
 [   5   58]
 [  52  185]]",0.9
7,10,9,46,0.3,0.3,1.0235417421994255,1.1018958547273816,"[[ 158  114]
 [-119 -118]
 [  78   -3]
 [-141 -139]
 [  83  149]
 [-182   92]
 [ -66 -137]
 [  27  -30]
 [ 138 -119]
 [ 130  189]]","[[-147  146]
 [ 191 -103]
 [ 141  118]
 [-147   18]
 [-189  -87]
 [-105 -150]
 [ 104  186]
 [   5   58]
 [  52  185]]",0.6
8,10,9,12,0.3,0.5,1.0235417421994255,1.1018958547273816,"[[ 158  114]
 [-119 -118]
 [  78   -3]
 [-141 -139]
 [  83  149]
 [-182   92]
 [ -66 -137]
 [  27  -30]
 [ 138 -119]
 [ 130  189]]","[[-147  146]
 [ 191 -103]
 [ 141  118]
 [-147   18]
 [-189  -87]
 [-105 -150]
 [ 104  186]
 [   5   58]
 [  52  185]]",1.0
9,10,9,24,0.3,0.5,1.0235417421994255,1.1018958547273816,"[[ 158  114]
 [-119 -118]
 [  78   -3]
 [-141 -139]
 [  83  149]
 [-182   92]
 [ -66 -137]
 [  27  -30]
 [ 138 -119]
 [ 130  189]]","[[-147  146]
 [ 191 -103]
 [ 141  118]
 [-147   18]
 [-189  -87]
 [-105 -150]
 [ 104  186]
 [   5   58]
 [  52  185]]",1.0
